Stations_ID; Mess_Datum; Qualitaets_Niveau; LUFTTEMPERATUR;DAMPFDRUCK;BEDECKUNGSGRAD;LUFTDRUCK_STATIONSHOEHE;REL_FEUCHTE; WINDGESCHWINDIGKEIT; LUFTTEMPERATUR_MAXIMUM;LUFTTEMPERATUR_MINIMUM;LUFTTEMP_AM_ERDB_MINIMUM; WINDSPITZE_MAXIMUM; NIEDERSCHLAGSHOEHE;NIEDERSCHLAGSHOEHE_IND;SONNENSCHEINDAUER; SCHNEEHOEHE;eor
     7341;20100629;   3;   23.1;  16.2;   2.4; 1004.15;   61.50;   1.8;   31.2;   14.7;   12.3;  10.0;   0.0;   0;   11.267;-999;eor
     7341;20100630;   3;   22.3;  16.4;   2.7; 1004.92;   64.54;   1.3;   28.9;   15.8;   13.3;   5.6;   0.0;   0;   11.917;-999;eor
     7341;20100701;   3;   23.0;  16.3;   2.8; 1002.64;   62.38;   1.3;   30.7;   14.8;   11.9;   6.5;   0.0;   0;   12.983;-999;eor
     7341;20100702;   3;   25.2;  18.4;   2.9; 1001.59;   61.58;   1.4;   33.1;   16.1;   13.4;   7.1;   0.0;   0;   14.233;-999;eor
     7341;20100703;   3;   25.9;  19.6;   0.9; 1002.03;   63.50;   1.6;   35.0;   17.9;   15.3;  14.5;   0.0;   4;   10.967;-999;eor
     7341;20100704;   3;   23.1;  20.8;   4.2; 1004.83;   75.08;   1.7;   27.7;   18.4;   16.2;   6.8;   0.0;   4;    6.250;-999;eor
     7341;20100705;   3;   22.6;  15.6;   4.8; 1004.77;   58.63;   2.5;   28.2;   16.9;   14.4;   8.6;   0.0;   0;    6.983;-999;eor
     7341;20100706;   3;   19.0;  11.7;   4.4; 1008.57;   55.13;   2.5;   23.2;   13.5;    9.7;   9.5;   0.0;   0;    9.650;-999;eor
     7341;20100707;   3;   19.3;  11.6;   0.3; 1008.39;   56.71;   1.3;   27.6;   10.3;    7.3;   6.6;   0.0;   0;   14.567;-999;eor
     7341;20100708;   3;   23.1;  13.7;   1.0; 1006.01;   53.67;   1.4;   31.8;   13.2;   10.7;   6.4;   0.0;   0;   15.167;-999;eor
     7341;20100709;   3;   25.3;  17.0;   1.5; 1004.82;   57.42;   1.5;   33.9;   15.1;   12.3;   7.8;   0.0;   0;   11.650;-999;eor
     7341;20100710;   3;   27.4;  19.8;   0.0; 1003.87;   58.79;   1.4;   35.6;   18.1;   15.9;   5.6;   0.0;   0;   14.183;-999;eor
     7341;20100711;   3;   26.6;  21.9;   4.1; 1002.41;   63.75;   2.0;   32.6;   22.0;   19.2;   9.9;   0.0;   4;    8.033;-999;eor
     7341;20100712;   3;   27.0;  19.5;   1.6;  999.22;   58.17;   2.8;   35.7;   19.8;   17.7;  12.4;   0.0;   4;   12.250;-999;eor
     7341;20100713;   3;   23.4;  17.3;   2.6;  998.16;   62.63;   2.2;   30.0;   17.1;   14.9;   7.7;   0.0;   0;    9.600;-999;eor
     7341;20100714;   3;   25.2;  18.5;   2.7;  994.67;   63.71;   2.4;   34.7;   16.4;   13.9;  20.5;  16.8;   4;   12.117;-999;eor
     7341;20100715;   3;   20.8;  15.5;   4.4; 1000.90;   65.58;   3.1;   25.9;   14.7;   11.9;  11.4;   0.0;   4;    8.317;-999;eor
     7341;20100716;   3;   22.9;  15.5;   0.8; 1001.80;   60.75;   1.6;   31.7;   13.6;   11.6;  11.0;   0.0;   0;   14.150;-999;eor
     7341;20100717;   3;   20.4;  17.2;   5.4; 1005.75;   72.79;   2.1;   24.7;   16.3;   14.4;   7.9;   9.7;   4;    4.633;-999;eor
     7341;20100718;   3;   19.4;  11.9;   1.5; 1011.98;   55.58;   1.5;   25.2;   12.7;   10.1;   5.5;   0.0;   0;   12.917;-999;eor
     7341;20100719;   3;   20.0;  13.7;   0.8; 1008.52;   62.71;   1.4;   28.1;   10.9;    8.9;   6.0;   0.0;   0;   13.883;-999;eor
     7341;20100720;   3;   21.8;  14.0;   1.0; 1000.97;   59.04;   1.6;   29.5;   12.5;   10.0;   9.5;   0.0;   0;   14.283;-999;eor
     7341;20100721;   3;   24.5;  16.5;   1.8;  995.08;   58.46;   2.0;   34.1;   14.4;   12.1;  11.9;   0.2;   4;   12.650;-999;eor
     7341;20100722;   3;   20.6;  20.4;   7.2; 1000.20;   84.71;   1.7;   23.9;   18.4;   17.1;   5.7;   4.0;   4;    2.367;-999;eor
     7341;20100723;   3;   19.0;  18.6;   7.6; 1002.59;   84.50;   1.7;   22.0;   15.5;   15.3;   8.7;   4.6;   4;    0.050;-999;eor
     7341;20100724;   3;   17.9;  13.7;   5.9; 1004.85;   68.79;   3.1;   22.6;   11.1;    7.9;  10.3;   0.0;   4;    4.800;-999;eor
     7341;20100725;   3;   16.7;  11.5;   4.4; 1002.59;   62.75;   2.1;   23.3;    7.8;    5.4;   8.6;   5.6;   4;   10.417;-999;eor
     7341;20100726;   3;   16.5;  17.3;   7.7;  999.19;   92.04;   1.7;   20.8;   14.6;   14.6;   6.4;  10.7;   4;    0.400;-999;eor
     7341;20100727;   3;   17.5;  16.5;   6.0; 1002.74;   83.50;   1.4;   22.8;   14.2;   12.3;   4.8;   0.0;   4;    4.167;-999;eor
     7341;20100728;   3;   17.3;  17.7;   6.0; 1001.24;   89.17;   2.4;   22.6;   13.0;   11.8;   9.5;   5.8;   4;    3.700;-999;eor
     7341;20100729;   3;   16.4;  14.5;   6.6;  997.50;   79.04;   2.2;   21.0;   12.5;   10.6;  10.5;   0.1;   4;    4.150;-999;eor
     7341;20100730;   3;   17.4;  14.2;   5.4; 1001.32;   73.29;   1.6;   23.1;   12.7;   10.2;   5.2;   0.0;   0;    4.633;-999;eor
     7341;20100731;   3;   19.2;  13.6;   3.0; 1002.44;   65.83;   1.9;   26.6;   11.2;    9.0;   8.0;   0.4;   4;   13.533;-999;eor
     7341;20100801;   3;   21.8;  16.9;   5.5; 1000.39;   66.83;   2.1;   28.1;   15.7;   15.4;   8.1;   2.6;   4;    7.233;-999;eor
     7341;20100802;   3;   20.0;  19.2;   6.7; 1000.62;   83.92;   1.3;   25.0;   15.7;   14.2;   5.4;   8.5;   4;    3.767;-999;eor
     7341;20100803;   3;   17.0;  16.1;   5.5; 1000.92;   83.79;   1.7;   21.3;   12.4;   10.8;   8.9;   1.7;   4;    4.133;-999;eor
     7341;20100804;   3;   17.7;  15.0;   5.8;  996.76;   76.25;   2.2;   23.8;   11.7;   10.2;   9.6;   0.4;   4;    4.717;-999;eor
     7341;20100805;   3;   17.3;  16.8;   7.8;  994.71;   85.17;   1.8;   20.6;   15.0;   14.0;   6.5;   4.9;   4;    0.833;-999;eor
     7341;20100806;   3;   17.1;  13.9;   6.6; 1002.55;   71.96;   2.0;   21.1;   13.3;   10.7;   7.9;   0.0;   0;    3.267;-999;eor
     7341;20100807;   3;   18.5;  13.0;   2.3; 1004.15;   65.38;   1.5;   25.5;   10.8;    8.7;   7.4;   0.3;   4;   12.567;-999;eor
     7341;20100808;   3;   18.1;  16.9;   7.0; 1002.15;   81.79;   2.2;   22.7;   15.2;   14.1;   9.4;   7.2;   4;    4.133;-999;eor
     7341;20100809;   3;   18.1;  15.9;   4.3; 1003.52;   78.50;   1.5;   24.0;   13.3;   11.6;   5.0;   0.0;   0;    8.367;-999;eor
     7341;20100810;   3;   20.6;  15.6;   4.7; 1001.36;   67.58;   1.8;   27.0;   13.7;   12.9;   7.4;   1.7;   4;   10.600;-999;eor
     7341;20100811;   3;   20.1;  19.0;   7.7; 1000.17;   81.54;   1.8;   25.0;   17.0;   16.9;   7.4;   1.5;   4;    1.550;-999;eor
     7341;20100812;   3;   18.4;  19.4;   6.7;  999.21;   91.58;   1.3;   22.6;   14.7;   12.8;   6.9;  22.9;   4;    0.583;-999;eor
     7341;20100813;   3;   17.9;  16.2;   5.0; 1002.46;   81.29;   1.2;   23.7;   14.0;   12.1;   4.4;   0.0;   4;    6.900;-999;eor
     7341;20100814;   3;   18.4;  16.0;   3.0; 1001.68;   77.88;   2.0;   24.7;   12.4;   10.9;   6.8;   0.6;   4;    6.567;-999;eor
     7341;20100815;   3;   16.7;  16.8;   7.9;  996.35;   87.96;   3.0;   18.0;   14.4;   13.2;  11.3;   4.7;   4;    0.000;-999;eor
     7341;20100816;   3;   15.0;  15.6;   7.9;  995.56;   91.17;   3.2;   16.7;   14.1;   13.4;   9.8;   9.2;   4;    0.000;-999;eor
     7341;20100817;   3;   15.3;  15.8;   7.8;  996.11;   90.92;   3.8;   17.8;   14.3;   14.0;  13.6;   4.7;   4;    0.017;-999;eor
     7341;20100818;   3;   17.1;  16.1;   7.3;  995.25;   82.46;   3.4;   21.3;   13.7;   12.5;  12.3;   0.0;   4;    2.533;-999;eor
     7341;20100819;   3;   17.5;  13.7;   3.3; 1002.41;   70.88;   2.3;   22.9;   11.7;    9.5;   8.3;   0.0;   0;   10.750;-999;eor
     7341;20100820;   3;   18.4;  14.5;   0.4; 1007.04;   72.38;   1.3;   27.2;    9.9;    8.2;   4.9;   0.0;   0;   13.250;-999;eor
     7341;20100821;   3;   22.3;  19.1;   0.8; 1008.55;   73.79;   1.6;   30.6;   14.2;   12.1;  10.5;   0.0;   0;   12.850;-999;eor
     7341;20100822;   3;   22.0;  20.8;   3.7; 1002.58;   80.88;   1.9;   30.5;   16.4;   14.3;  13.4;   0.3;   4;    8.117;-999;eor
     7341;20100823;   3;   19.3;  21.2;   7.1;  992.79;   94.25;   2.1;   23.7;   16.3;   15.0;  10.8;  18.7;   4;    0.733;-999;eor
     7341;20100824;   3;   18.7;  14.7;   5.0;  996.25;   68.71;   3.5;   22.3;   14.7;   11.5;  10.6;   0.0;   4;    6.583;-999;eor
     7341;20100825;   3;   16.8;  13.1;   4.4; 1003.10;   69.25;   2.7;   22.2;   12.1;    9.7;   9.2;   0.0;   4;    7.200;-999;eor
     7341;20100826;   3;   20.2;  18.8;   7.7;  996.75;   79.50;   2.3;   24.6;   15.5;   15.2;  11.4;  19.2;   4;    1.267;-999;eor
     7341;20100827;   3;   18.9;  19.6;   7.4;  990.86;   89.25;   3.1;   23.8;   13.9;   13.1;  11.4;   5.8;   4;    2.067;-999;eor
     7341;20100828;   3;   14.2;  12.5;   5.1; 1002.22;   78.25;   2.8;   19.7;   10.6;    8.7;  11.8;   0.7;   4;    7.050;-999;eor
     7341;20100829;   3;   12.7;  12.8;   6.8;  999.80;   86.79;   3.1;   16.8;    8.9;    8.3;  13.0;  13.2;   4;    0.217;-999;eor
     7341;20100830;   3;   12.3;  11.4;   6.3;  996.72;   79.63;   3.2;   15.8;    8.9;    8.2;  12.1;   0.8;   4;    3.417;-999;eor
     7341;20100831;   3;   13.4;  11.4;   2.9; 1007.05;   76.04;   1.8;   19.1;    7.5;    5.0;   8.5;   0.0;   4;    8.550;-999;eor
     7341;20100901;   3;   12.7;  12.2;   5.6; 1006.12;   84.25;   1.3;   17.8;    7.8;    5.9;   6.4;   0.0;   0;    1.750;-999;eor
     7341;20100902;   3;   13.8;  12.6;   6.4; 1005.16;   81.04;   1.6;   19.4;    8.2;    6.0;   7.1;   0.1;   4;    3.467;-999;eor
     7341;20100903;   3;   14.8;  13.2;   4.0; 1005.67;   79.75;   1.5;   20.3;    9.2;    6.8;   5.5;   0.0;   4;    9.833;-999;eor
     7341;20100904;   3;   15.4;  12.5;   4.0; 1005.47;   73.08;   2.1;   21.0;    8.4;    5.9;   7.0;   0.0;   0;    7.550;-999;eor
     7341;20100905;   3;   13.2;  10.7;   1.0; 1007.12;   73.58;   1.9;   19.6;    6.5;    4.0;   8.2;   0.0;   0;   10.950;-999;eor
     7341;20100906;   3;   13.6;   9.8;   2.2; 1003.19;   66.33;   2.4;   20.1;    6.2;    3.4;  10.3;   0.0;   4;   11.517;-999;eor
     7341;20100907;   3;   12.5;  12.2;   7.8;  994.05;   83.67;   1.7;   13.5;   10.6;   10.1;   6.4;   9.3;   4;    0.000;-999;eor
     7341;20100908;   3;   14.0;  14.9;   7.6;  992.19;   92.67;   2.1;   15.9;   12.0;   11.2;   6.0;   1.9;   4;    0.117;-999;eor
     7341;20100909;   3;   14.9;  15.0;   7.7; 1000.37;   88.58;   2.4;   17.1;   13.4;   12.7;   8.8;   1.1;   4;    0.000;-999;eor
     7341;20100910;   3;   15.9;  14.7;   7.1; 1007.58;   82.83;   2.1;   20.6;   13.1;   11.9;   7.7;   0.0;   4;    6.167;-999;eor
     7341;20100911;   3;   17.0;  15.3;   5.1; 1006.43;   81.42;   1.2;   23.7;   12.0;   10.0;   5.2;   0.0;   0;    9.633;-999;eor
     7341;20100912;   3;   16.4;  14.8;   5.6; 1005.22;   81.63;   1.6;   24.3;   10.4;    8.1;  10.7;  20.0;   4;    9.183;-999;eor
     7341;20100913;   3;   15.1;  12.9;   6.1; 1010.95;   76.33;   2.1;   19.2;   12.3;   10.0;   7.1;   0.4;   4;    5.900;-999;eor
     7341;20100914;   3;   15.7;  14.0;   7.7; 1006.37;   79.08;   3.4;   18.9;   12.0;   10.2;  12.5;   1.6;   4;    0.533;-999;eor
     7341;20100915;   3;   15.3;  13.4;   6.9;  997.61;   77.92;   3.6;   18.4;   12.7;   10.9;  11.1;   0.8;   4;    2.883;-999;eor
     7341;20100916;   3;   14.3;  12.3;   7.5;  996.97;   75.79;   3.7;   17.3;   12.0;   11.0;  10.4;   1.1;   4;    2.250;-999;eor
     7341;20100917;   3;   13.3;  11.1;   5.7;  999.58;   74.21;   2.8;   18.3;    9.1;    7.5;  10.7;   0.0;   0;    7.267;-999;eor
     7341;20100918;   3;    9.7;   9.7;   4.1; 1004.15;   82.38;   1.1;   15.3;    4.3;    2.4;   6.8;   0.0;   0;    3.533;-999;eor
     7341;20100919;   3;    9.7;   9.3;   2.8; 1004.85;   79.29;   1.6;   17.6;    2.5;    0.8;   7.2;   0.0;   0;   10.283;-999;eor
     7341;20100920;   3;   11.7;  11.0;   4.2; 1003.98;   82.21;   1.5;   19.8;    6.2;    4.1;   6.5;   0.0;   0;    6.383;-999;eor
     7341;20100921;   3;   12.8;  11.6;   0.0; 1006.80;   81.08;   1.0;   22.0;    5.4;    3.2;   4.5;   0.0;   0;   11.450;-999;eor
     7341;20100922;   3;   14.4;  13.2;   0.1; 1006.57;   82.67;   1.1;   23.9;    6.9;    4.2;   5.2;   0.0;   0;   11.383;-999;eor
     7341;20100923;   3;   15.3;  14.7;   2.7;  999.15;   85.25;   1.1;   23.6;    7.4;    5.2;   5.4;   0.4;   4;    9.783;-999;eor
     7341;20100924;   3;   15.3;  16.1;   7.5;  989.30;   92.21;   2.0;   18.9;   12.8;   10.9;  10.5;   1.3;   4;    1.100;-999;eor
     7341;20100925;   3;   11.7;  12.0;   7.9;  991.10;   86.83;   1.9;   13.5;    8.0;    6.5;   8.9;   3.9;   4;    0.000;-999;eor
     7341;20100926;   3;    9.5;  10.2;   6.0;  995.02;   86.13;   1.7;   14.1;    5.2;    2.4;   6.1;   0.0;   4;    1.367;-999;eor
     7341;20100927;   3;   10.0;  10.5;   7.5;  997.48;   86.13;   2.2;   13.0;    7.2;    5.4;   6.9;   6.0;   4;    2.083;-999;eor
     7341;20100928;   3;   10.9;  12.8;   7.8; 1001.57;   98.33;   1.9;   12.4;    9.5;    9.3;   7.0;   4.3;   4;    0.000;   0;eor
     7341;20100929;   3;   10.2;  11.2;   6.0; 1005.09;   90.08;   1.4;   13.6;    6.4;    4.3;   4.3;   0.0;   0;    2.917;   0;eor
     7341;20100930;   3;   10.9;  12.1;   7.3; 1002.75;   92.54;   1.1;   14.5;    5.9;    4.4;   4.3;   6.5;   4;    0.033;   0;eor
     7341;20101001;   3;   12.7;  13.7;   7.0; 1000.15;   93.54;   1.4;   16.9;   10.1;    7.8;   5.0;   3.0;   4;    0.917;   0;eor
     7341;20101002;   3;   12.8;  14.1;   7.8;  999.90;   95.21;   2.3;   15.0;   10.5;   10.3;   6.1;   1.2;   4;    0.000;   0;eor
     7341;20101003;   3;   15.5;  14.8;   4.2;  995.74;   85.25;   2.4;   22.1;   10.8;    8.5;   8.9;   0.0;   0;    7.900;   0;eor
     7341;20101004;   3;   13.9;  13.3;   2.5;  990.76;   84.92;   2.2;   19.3;   10.6;    8.8;   7.3;   0.0;   4;   10.117;   0;eor
     7341;20101005;   3;   15.4;  15.1;   7.0;  994.14;   86.17;   2.1;   20.2;   11.6;    9.2;   7.7;   0.1;   4;    3.317;   0;eor
     7341;20101006;   3;   15.3;  14.9;   4.0; 1000.05;   85.96;   2.3;   20.1;   10.7;    9.0;   7.1;   0.0;   0;    7.400;   0;eor
     7341;20101007;   3;   14.5;  14.2;   7.0; 1006.55;   86.25;   2.0;   17.5;   10.3;    8.2;   6.8;   0.0;   0;    0.633;   0;eor
     7341;20101008;   3;   14.9;  13.4;   4.0; 1005.98;   79.88;   2.0;   20.2;    9.5;    6.7;   7.3;   0.0;   0;    7.917;   0;eor
     7341;20101009;   3;   11.9;   9.8;   1.5; 1004.15;   74.00;   1.9;   19.3;    6.6;    3.6;   7.0;   0.0;   0;   10.517;   0;eor
     7341;20101010;   3;   11.1;   8.0;   0.1;  999.77;   66.13;   2.3;   19.7;    3.3;    0.9;   7.9;   0.0;   0;   10.467;   0;eor
     7341;20101011;   3;   10.7;   7.5;   0.1; 1000.04;   61.21;   2.9;   19.0;    4.7;    1.4;   8.5;   0.0;   0;   10.367;   0;eor
     7341;20101012;   3;    8.3;   8.0;   0.0; 1001.69;   74.88;   2.2;   15.6;    2.1;   -0.7;   7.9;   0.0;   0;   10.283;   0;eor
     7341;20101013;   3;    6.8;   8.0;   0.0; 1001.68;   81.42;   2.6;   12.5;    2.7;    0.3;   8.5;   0.0;   0;    9.167;   0;eor
     7341;20101014;   3;    7.1;   8.2;   2.4; 1001.83;   82.17;   1.7;   13.2;    0.1;   -2.2;   6.7;   0.0;   4;    9.217;   0;eor
     7341;20101015;   3;   10.1;  10.4;   7.7;  999.56;   84.21;   1.1;   12.7;    8.4;    8.0;   3.8;   3.0;   4;    0.000;   0;eor
     7341;20101016;   3;    8.0;  10.0;   7.8;  996.20;   93.25;   2.3;   10.2;    5.2;    4.6;  11.3;   3.3;   4;    0.067;   0;eor
     7341;20101017;   3;    6.4;   8.6;   5.8; 1005.22;   89.33;   2.7;    8.6;    3.6;    1.2;   9.1;   0.0;   0;    0.000;   0;eor
     7341;20101018;   3;    4.5;   7.8;   6.2; 1006.87;   92.46;   1.6;    7.6;    0.6;   -1.6;   6.9;   0.0;   4;    0.183;   0;eor
     7341;20101019;   3;    6.1;   8.8;   7.4;  995.34;   93.00;   3.0;    8.3;    4.8;    3.1;  11.2;   5.2;   4;    0.183;   0;eor
     7341;20101020;   3;    6.4;   8.3;   6.8;  996.56;   86.04;   3.3;    9.7;    3.6;    1.5;  10.6;   0.7;   4;    1.483;   0;eor
     7341;20101021;   3;    5.1;   6.8;   4.1; 1009.63;   79.08;   2.8;   10.6;    0.0;   -2.8;  10.5;   0.0;   0;    6.567;   0;eor
     7341;20101022;   3;    2.0;   6.3;   3.3; 1007.90;   88.96;   1.6;    7.2;   -2.1;   -4.5;   6.7;   0.0;   0;    1.767;   0;eor
     7341;20101023;   3;    3.2;   7.2;   6.4;  997.71;   92.29;   2.2;   10.0;   -2.7;   -4.8;  13.2;   0.3;   4;    0.717;   0;eor
     7341;20101024;   3;    7.7;   8.0;   4.8;  995.87;   77.88;   3.2;   12.3;    0.8;   -1.9;  13.0;   0.0;   4;    3.733;   0;eor
     7341;20101025;   3;    3.1;   6.4;   2.0; 1007.66;   85.38;   1.4;   10.7;   -2.0;   -4.1;   8.4;   0.0;   0;    5.283;   0;eor
     7341;20101026;   3;    3.5;   6.1;   3.0; 1014.68;   80.29;   0.9;   10.9;   -3.5;   -5.8;   3.8;   0.0;   0;    8.350;   0;eor
     7341;20101027;   3;    6.7;   7.5;   7.9; 1011.43;   77.21;   1.7;   10.5;    1.6;   -0.3;   7.4;   0.1;   4;    0.500;   0;eor
     7341;20101028;   3;    7.9;   8.6;   5.0; 1007.65;   81.67;   1.9;   13.4;    2.7;   -0.1;   8.5;   0.0;   4;    1.450;   0;eor
     7341;20101029;   3;    6.7;   8.5;   1.9;  999.34;   87.50;   1.1;   15.2;    0.3;   -1.8;   4.0;   0.0;   0;    7.650;   0;eor
     7341;20101030;   3;    9.9;   9.4;   7.5;  992.08;   79.67;   1.6;   16.6;    4.4;    2.6;   9.5;   0.0;   4;    1.667;   0;eor
     7341;20101031;   3;    9.6;   9.8;   5.3;  989.40;   82.50;   1.4;   15.3;    5.8;    2.9;   5.5;   0.0;   4;    6.200;   0;eor
     7341;20101101;   3;    9.8;  10.2;   3.4;  994.29;   84.58;   1.4;   16.3;    5.4;    2.8;   4.9;   0.0;   0;    5.850;   0;eor
     7341;20101102;   3;    9.3;  10.1;   7.3; 1001.74;   86.38;   2.2;   11.9;    6.1;    5.5;   8.9;   0.0;   0;    0.083;   0;eor
     7341;20101103;   3;   12.2;  11.9;   7.6; 1002.59;   83.63;   4.3;   14.1;   10.3;    9.3;  12.1;   0.2;   4;    0.000;   0;eor
     7341;20101104;   3;   15.7;  14.0;   6.4; 1007.92;   78.67;   5.3;   19.1;   13.3;   12.2;  13.8;   0.0;   4;    2.183;   0;eor
     7341;20101105;   3;   14.2;  11.6;   6.3; 1008.98;   71.54;   5.2;   15.5;   12.9;   11.3;  14.8;   0.0;   4;    0.733;   0;eor
     7341;20101106;   3;   10.9;  11.3;   7.3; 1000.45;   86.58;   3.7;   14.0;    7.5;    7.2;  13.8;   4.1;   4;    0.000;   0;eor
     7341;20101107;   3;    7.3;   9.3;   7.8;  988.90;   91.50;   1.6;    8.7;    5.4;    4.9;   6.7;   1.5;   4;    0.000;   0;eor
     7341;20101108;   3;    5.4;   8.2;   6.3;  972.47;   90.67;   1.9;    7.7;    2.0;   -0.7;   6.6;   1.4;   4;    0.617;   0;eor
     7341;20101109;   3;    7.3;   9.0;   7.8;  966.40;   88.50;   2.2;   10.6;    5.0;    4.4;   6.5;   3.0;   4;    0.550;   0;eor
     7341;20101110;   3;    7.9;   9.7;   7.8;  977.15;   91.13;   2.9;   11.6;    4.3;    1.9;   9.3;   5.5;   4;    0.783;   0;eor
     7341;20101111;   3;    6.2;   7.7;   6.8;  990.56;   81.46;   5.0;    8.7;    4.1;    2.4;  19.8;  11.6;   4;    2.133;   0;eor
     7341;20101112;   3;   11.0;  10.7;   7.5;  983.79;   81.46;   5.6;   14.1;    8.6;    6.7;  15.8;   8.1;   4;    0.783;   0;eor
     7341;20101113;   3;   15.0;  13.1;   7.8;  985.86;   77.54;   7.0;   16.1;   13.2;   12.2;  17.9;   0.0;   4;    0.000;   0;eor
     7341;20101114;   3;   15.9;  11.8;   5.2;  987.93;   66.29;   3.9;   19.2;   11.4;    7.6;  12.8;   0.5;   4;    6.933;   0;eor
     7341;20101115;   3;    9.2;  10.5;   7.3;  998.68;   89.92;   2.2;   13.0;    6.0;    5.6;   7.1;  11.2;   4;    0.000;   0;eor
     7341;20101116;   3;    6.8;   8.0;   7.9; 1004.88;   81.13;   2.9;    8.2;    5.9;    5.1;   8.7;   0.0;   4;    0.000;   0;eor
     7341;20101117;   3;    5.5;   7.4;   7.9;  998.03;   81.38;   2.4;    6.4;    4.9;    2.8;   6.9;   0.3;   4;    0.000;   0;eor
     7341;20101118;   3;    5.9;   8.5;   7.9;  996.02;   92.04;   1.4;    7.6;    4.9;    4.6;   4.8;   0.2;   4;    0.000;   0;eor
     7341;20101119;   3;    6.6;   8.8;   7.6; 1001.65;   90.58;   1.6;    9.7;    4.2;    2.0;   6.2;   0.2;   4;    1.017;   0;eor
     7341;20101120;   3;    6.1;   8.5;   7.6; 1000.91;   90.63;   1.6;    9.1;    2.3;    0.1;   8.2;   0.0;   0;    0.000;   0;eor
     7341;20101121;   3;    4.3;   6.9;   8.0;  994.16;   83.21;   2.6;    5.0;    2.5;    2.0;   6.7;   0.0;   0;    0.000;   0;eor
     7341;20101122;   3;    4.3;   7.5;   7.8;  987.18;   89.71;   3.0;    5.1;    3.6;    3.3;   9.6;   3.6;   4;    0.000;   0;eor
     7341;20101123;   3;    4.5;   6.7;   8.0;  989.58;   79.58;   3.2;    5.8;    3.6;    2.7;   9.2;   0.1;   4;    0.233;   0;eor
     7341;20101124;   3;    4.1;   6.8;   7.8;  991.75;   83.08;   3.5;    7.2;    2.2;    0.2;  10.7;   0.7;   4;    0.983;   0;eor
     7341;20101125;   3;    1.8;   6.6;   7.7;  989.38;   95.29;   1.6;    3.7;   -0.5;   -1.9;   8.3;   1.5;   4;    0.000;   0;eor
     7341;20101126;   3;   -0.1;   5.9;   7.6;  989.77;   98.08;   0.9;    2.0;   -1.7;   -3.1;   2.8;   0.7;   4;    0.317;   0;eor
     7341;20101127;   3;   -1.0;   5.3;   5.3;  991.55;   92.92;   1.4;    1.1;   -3.7;   -6.4;   4.6;   0.0;   4;    0.983;   0;eor
     7341;20101128;   3;   -0.6;   5.3;   7.3;  990.80;   89.67;   1.9;    1.7;   -2.6;   -3.8;   7.9;   0.0;   4;    0.517;   0;eor
     7341;20101129;   3;   -1.4;   5.1;   7.7;  991.99;   92.25;   2.1;   -1.2;   -2.2;   -2.5;   7.0;   7.5;   4;    0.000;   0;eor
     7341;20101130;   3;   -1.7;   4.6;   7.9;  997.07;   86.50;   2.3;   -1.2;   -2.5;   -4.4;  10.0;   0.0;   4;    0.000;   2;eor
     7341;20101201;   3;   -6.0;   3.0;   7.9;  989.44;   76.38;   4.5;   -2.4;   -8.0;   -7.8;  10.9;   3.2;   4;    0.000;   3;eor
     7341;20101202;   3;   -7.4;   2.9;   7.4;  994.10;   82.79;   1.4;   -4.7;   -8.7;  -16.0;   4.7;   1.8;   4;    2.000;   3;eor
     7341;20101203;   3;   -6.3;   3.5;   7.9;  997.60;   92.58;   1.3;   -5.6;   -8.5;  -12.8;   4.3;   0.0;   0;    0.000;   3;eor
     7341;20101204;   3;   -3.6;   4.0;   6.9; 1004.15;   84.83;   2.8;   -0.3;   -6.9;   -6.6;   8.9;   0.3;   4;    2.783;   3;eor
     7341;20101205;   3;    0.2;   4.8;   7.5;  993.36;   77.50;   2.1;    2.9;   -2.2;   -3.5;   8.4;   0.5;   4;    0.000;   3;eor
     7341;20101206;   3;    0.6;   5.7;   8.0;  986.79;   89.38;   2.0;    1.6;    0.0;   -0.3;   5.8;   0.9;   4;    0.000;   2;eor
     7341;20101207;   3;    0.3;   5.6;   7.8;  987.89;   89.92;   2.2;    1.1;   -0.5;   -0.6;   5.7;   3.3;   4;    0.000;   1;eor
     7341;20101208;   3;    0.0;   5.9;   7.7;  989.35;   96.38;   2.6;    0.7;   -1.1;   -2.3;  12.1;  20.1;   4;    0.000;   0;eor
     7341;20101209;   3;   -0.2;   5.5;   7.3; 1005.84;   91.92;   3.9;    1.7;   -4.2;   -9.1;  11.1;   1.3;   4;    0.533;  10;eor
     7341;20101210;   3;    1.4;   6.1;   7.3; 1012.77;   90.54;   3.2;    3.1;   -0.8;   -5.3;  11.4;   1.7;   4;    0.650;   5;eor
     7341;20101211;   3;    3.4;   7.3;   7.8; 1004.86;   92.88;   4.8;    4.5;    1.7;    1.1;  12.7;   4.0;   4;    0.000;   1;eor
     7341;20101212;   3;    3.3;   6.3;   7.4; 1000.50;   80.83;   3.9;    5.2;   -0.2;   -0.5;  12.4;   0.1;   4;    0.183;   0;eor
     7341;20101213;   3;   -3.0;   3.3;   5.5; 1008.43;   67.83;   2.3;   -0.3;   -5.6;   -8.2;  12.4;   0.3;   4;    5.633;   0;eor
     7341;20101214;   3;   -3.8;   3.9;   6.9; 1011.30;   84.50;   1.7;   -1.6;   -7.7;  -10.7;   8.0;   0.1;   4;    0.083;   0;eor
